Comment,Sentiment
"We are all waitting for 4500 days video man!!
Keep it up with most amazing content ever",2
"At the end he speaks about youth unemployment as the precepts of generational poverty. He is correct. That is why Mayor Marion Barry youth summer jobs program was so transformative. Work builds ethics, confidence and saves you from wasted idle time like scrolling tiktok all summer.",2
"Hammerheads are amazing...  Years ago, while trolling off the coast of Florida, I encountered one...  I was headed due south, and we spotted it heading aproximately SE.  Fin out the surface, big fella...  But we were on an intercept course.  He came to within ~100 ft of the boat, then turned off to the west.  He circled around, well behind our baits, and resumed his original course.  I swear he had GPS.",2
"You know what's wild...when the episode first started playing, I was like ""aww man, this gone be a diva show""...then he started to unravel, made for some great moments...really why I love these interviews. You really can't help but be yourself & entertain what feels like a normal one on one convo. Marco is insanely talented at it! just creating a nice neutral space for every personality...love these!",2
Awesome,2
Yeah I just choose my openings based on how cool the name is,2
Rumors were that Amazon would launch AMZ this month and judging from this it's pretty accurate haha,2
"Excellent work,impeccable explanation and remarkable didactics, thank you very much for contributing to the understanding of those of us who have little knowledge about crypto. I really appreciate the content of this video but still I find it difficult to trade. How do I go about it in Bitcoin?",2
"Thank you for this video. Now whenever Nintendo talks about how much of a family friendly company they are - similar to what Sakurai said when he was introducing Terry Bogard for Smash, I'm going to remind them that they once were a love hotel.",2
"Thank you, Dame Iris Murdoch, for everything.",2
2:23 I love Ty Dolla $ign solo!,2
"Steve is a phenomenal lecturer, isn't he?",2
The fact that GF is teaching BF instead of letting he do all by himself is really wholesome in my opinion.,2
"This was wonderfully explained, I thank you sincerely. You just singlehandedly clutched an IB student's EE from spiraling into complete and utter disaster",2
"These are the first set of updates I have ever looked forward to so much; and all equally so. Your vids never disappoint!  Thank you!
Love the live objects and desk cam continuity!",2
"You're doing a good job ma, and I want you to know that your presence and work are acknowledged and they're helping us reach our targets and goals thanks for the 4.3BTC I mine from your mining platform",2
Thanks for what you do BCB! I've learned so much from you man!!!!,2
I just recently discovered this genre and these channels. Helps me so much with stress and anxiety. Huge thanks to all involved artists and stay healthy you all.,2
Glad Nintendo is still fighting in the console bussiness despite their ups and downs over the years! The gaming world is benefited so much with Nintendo in than without.,2
"I'm just finishing up a computer science degree, and I really want to get into video game development. I play indie games almost constantly, and I love the idea of making something of my own that I myself and other people can enjoy, but I keep holding myself back because I'm scared and don't know where to start. This video was definitely helpful and inspiring to me, and it makes me feel like I actually have a shot at gaining the skills I need and making something cool!",2
"that's the console war we need. This kind of competition gets the best out of both companies, and it means Ws for all of us consumers",2
"I love these videos. I just had a tech exec at a Fortune 200 company ask me for any podcasts that could help him stay abreast of current/emerging technology. I didn't have a great answer for him, but I did mention this series. He was looking for more audio-centric content though. Food for thought, @IBM Technology!",2
"Hi Max, Very informative and interesting, Question, at 13:16 you talk about Continuous data and contrast every number from -infinity to +infinity (i.e. numerical infinity) with every number between ""0"" and ""1"",  however, can those numbers be equally infinite as subdivisions can be infinite?",2
This movie has powerful messages in it. This my first time watching it. Lil mama is a really good actress and rest in peace Traci Braxton,2
Great job explaining the concepts. Simple and effective communication.,2
"""If your customers love you, your odds of success are dramatically higher."" Great stuff.",2
I love this! I belong here; keep it up SimpliLearn!!,2
"I just want to appreciate the amount of effort you've put into making actual projects. I often find myself just fiddling around with ideas in my head and not making any project myself. I feel that has been a limiting factor in my learning. But this video has been super inspirational. 

I have been wanting to make my own devlog series but I was not able to stick to a project long enough. Till now, I have been wanting to make devlogs and work on a small project for a timeline of 3 months. And just finish a full game. 
Any tips to just stick to it?",2
The start was excellent. A good metaphor! Maybe it's the way we understand the world around us. And the way we learn any subject! Thanks for sharing!,2
That Diaz goal was reminiscent of his wonder goal vs Peru in the Copa Amer. In fact he scored like that a bunch of times for Porto too. Class player.,2
honestly your pink sauce looks good.... can i buy a bottle?,2
"This is one of the most interesting documentaries I have ever viewed; also one the most frightening.  I like the explanations of the past extinctions & when, not all the facts are not in, it is really made clear with some educated guesses.",2
"Imagine this:
You wake up in a room that you've never seen before. The bed you're lying in is very comfortable. You sink right into it. You don't want to leave, but you want to know where you are. You sit up, and looking around the room, you see that it looks like you're in a very cozy, but very old room. This room has seen many, many things, it seems. There's a mirror to use, in case the person staying in the room would like to fix themselves up to look nice. There is a closet full of clothes, however you see that there is already an outfit laid out for you. If you prefer the feminine choice, it is a beautiful seafoam green dress, with a black and white striped bow and reaches just below your knees, grouped with black mary janes and long, white socks. The masculine option is a suit that consists of the same colors in the most similar areas, with black dress shoes. You put on the outfit of choice and you leave the room. You go down the stairs of the house to find two people. They look like blonde twins. One is a boy, the other is a girl. They are sipping their tea when one of them notices you. 
""Oh! You're awake!"" The boy cries. ""So they are!"" The girl replies. They introduce themselves as Aaron and Anastasia. Aaron tells you that, since you've been asleep all morning, it would be good for you to go outside with them. You reluctantly agree, but all of your worries fly out the door when you step outside. You see a field that looks like it was masterfully painted a nice mix pastel colors by the gods themselves. There are mountains in the distance, and you can also see a nice pond. In the sky, you can see the moons, and even a planet or two. You can even faintly see the stars. There are trees by the pond and one of them has a pair of swings. The three of you walk up to that tree, and you spend the rest of the day playing there, the twins took turns pushing you on the swing. Eventually, night came, and you went back to the house for dinner. Anastasia made the most delicious bread and pasta you'd ever had, and Aaron did the dishes, insisting that you relax as their guest. After a little while, you retired to your bedroom, changed into the clothes given to you, and succumbed to a calm, dreamers sleep, wondering what the next day had in store for you...",2
"For me the sounds are what's taking me to my Childhood, thats amazing",2
This man uses money to help people. Great job Jimmy. You are a Legend!,2
"Thank you so much for your videos, Taylor!!  Juggling has always helped me deal with anxiety..keeps my mind focused.  It's awesome to learn some new tricks!!  Thank you for the inspiration you give!!",2
very well done for awesome music,2
Amazing to see you supporting Atozy!! Looks like he's having a real tough time with it.,2
"FULL ALGEBRA PLAYLIST: https://bit.ly/ludus_algebra

Hope this helps with your review!!",2
This song hits different now that I'm listening to this on a late night in the middle of June,2
"John Romero used to say that the first level in the game was the last level he designed. 
By that time, you already know what the whole game is going to play like, and you can use that knowledge to weave it all together seamlessly. 
It works perfectly for somewhat simple games like Commander Keen and DOOM, and I'd like to think that it still works for more advanced or narrative-driven games.

Thoughts?",2
This is really a good video for starters in machine learning. Thank You for it. It would be really helpful if you could share the datasets used in the examples for self-practice. I don't prefer to share my email ID here in public chat. Please advise on alternatives to share my email ID for datasets. Thank You.,2
"This is my first time in data science. I've listened to thousands of lectures in my life. Barton Poulson explains it very well, in a very understandable and motivating way. Thank you very much to him. I recommend to those who want to take this course.",2
"Right!!!

Seeing family dynamics in the MCU's a breath of fresh air since Ms Marvel and family dinners can be a hit or miss. The artwork shown in the pilot really gave us an idea on how episode 2 will play out. Tatiana Maslany's nailing it as She-Hulk/Jennifer Walters.",2
"That's the second movie that I am watching that is not complete to the end it doesn't not start from the beginning either, please do something about it, but they are very interesting movies.",2
Good Nice music,2
It's almost impressive how many LTT employees even with a $5k upgrade have the jankiest setups I have ever seen.,2
ENJOY THE THUMBNAIL HAHAHAHAHAHA ;),2
"You know how there's Speedruns for a single player beating Minecraft, how interesting would it be to see a Speedrun with multiple players trying to beat Minecraft together",2
"Hi Casey, can i ask something please? Thank you for your great videos. I was thinking about stablecoins. Do traders convert BTC into a stablecoin when they feel the price is high and wait until the price drops down and ""buy back"" by converting back into BTC? is this what people do? also would convertions into different cryptos be classed as a selling it for tax purposes? thank you for any advice, all the best, Kieron",2
"I don't know who needs to hear this, but I'm so proud of you :)) you've made it so far and done so much! hang in there a little longer, it will get better <3",2
"Good to see you back John
my prediction:
1. New subscription service
2. New software update (IOS then IPAD-OS)
3. Airpods Pros 2
4. Apple Watch 8, then rugged/pro edition
5. Iphone 14 regular, then pros",2
I like your bild hacks thankyou for this amazing vedio,2
Explanation is next level..  India needs this type of teachers in colleges.. It's great to have u in India..,2
This is the best quick explanation of machine learning I have seen to date. You covered the first few weeks of the course extremely well and concisely. I shared with all my friends to get them more hyped about machine learning!,2
"I did that finger-eating one and got my little bro with it
I laughed so hard I almost ran out of air to BREATHE
Great vid :D",2
"Why do I love this music so hard?
While I'm drawing, reading, overthinking, and so on, I let Lofi music play...
It's like a liquid run trough my body and fill it with love and make me calm down...
Do someone else think so?",2
My child hood memories of watching ur vids still classic comedy,2
"Man adventure time. Such a beautiful incomparable creation,truly blessed",2
"I love how when Gibi asks for options, she doesn't specify which one we pick. For example she asks ""Which one would you like?"" then she says ""Okay perfect"" and no matter what someone picks, it seems really interactive. Also love the attention to detail with the airplane cups! :) Thanks so much for the relaxation and content you provide for us <3",2
"You did a great job introducing the ""how to learn"" aspect of what I think stumps a lot of intimidated curious learners. Basically, when you explained ""When I saw this I didn't know what it meant, so I googled it."" That is crazily enough, a big lesson to learn.  Just hearing that at least is encouraging me to take my first independent steps to learning this stuff.  So of course, thanks for the video!",2
"I know hrx is good but in the original one
Vijay setupati n R madhvan performance was insane",2
"So I took the SAT practice test 10 right... I usually score 1360-1400 on a practice test. I make a total of 5 mistakes on the math section on a bad day, which is what happend. Usually it will translate to a score of 730-740. I did pretty well on reading (33/52) and writing (40/44) sections. I'm excited to calculate my score and then... I see the horrific truth:
40/44 in writing is translated to 330 (70 points deducted for 4 wrong answers).
33/52 is translated to 280 (Fine).
53/58 is translated to 710 (90 points deducted for 5 wrong answers). 
A total of 1320. Even though I did exteramly good in the writing section, just above averge in reading (which is a totally flawed section but that's another topic), and amazing in the math section I got a just above average score that gives me no chance hypothetically to get into my dream school. 
AM I A JOKE TO YOU??????",2
Hey Tee! Great video. I had some of your Alfredo sauce yesterday. It as so deliciously good. I make it exactly like you do to the (tee) lol. I follow every instruction on your video. My boys love it.,2
Can't thank you..for all these videos! It helped me get out of my fear of chemistry! :),2
"Frank was a bomb ass album great lyrics with infectious beats and sassy themes. Amy was enjoying her music then and being a musician, the fame and limelight was there yet. After this album the critique and scrutiny awakened her many insecurities I guess. Sigh but what a talent, she was great!!!",2
"2:18
To be honest man, this was actually pretty good! It has a nice friendly yet also slightly cursed (in a good way) feeling to it :)",2
This is an excellent interview. It gives hope for anyone who wishes to change their lives. Thank you to John for being so honest. I wish him  luck on his road to redemption.,2
"As a male RN who worked with almost all women, Bill is right on.",2
"Thank you for this calming music, it helps me to deal with the craziness of our life here in Ukraine nowadays.",2
This seems like a list that only talks about restaurants that were founded in any given state....I want a list that actually confirms what everyone's fav fast food restaurant is regardless of where it was founded. :),2
"the first game is awesome
the second one just did what you wanted him to but nothing more
the third one was quite cool but a bit boring, also is horror game material
the fourth game looked like if it was made by a 10 year old but still cool",2
This helped me get a 770 on reading bringing my superscore to 1570!! Thanks :),2
"I really dig the origin they gave him in the 2008 film, because the military gave him something before he went power-hungry and took the risk of adding Hulk's blood to the mix. That way the ""Abomination"" thing actually makes more sense",2
"What a beautiful talk Dr. Luzzi, truly the literature can change our lives.",2
Barely 10 minutes in and can already appreciate the time and consideration put into this video. Thanks so much.,2
Wow amazing ..,2
"Perfect, exactly what I need. Thank you sir. God bless you",2
"this is lowkey emotional, after everything thats happened, everyone's back, in pretty much the same place",2
The most surprising thing for me is that I have always been interested in AI but did not know what computer science classes to take to follow this through. I ended up taking a fundamentals to data science class this semsester and it taught me much of the Basic AI algorithms that you mentioned.  I guess luck is on my side lol,2
The medium ground of these two consoles would probably be a Xbox series x sized console or thinner but slightly more powerful than the series x is,2
"The fact that Insomniacs sound for webswinging is very similar to original TASM2 film, makes it 100% more AWESOME.",2
"Absolutely in love with this new show already. Loved all the actors and Rhaenyra's ""Dracarys"" was absolutely amazing!",2
"I have watched Sarah Ikumu's performance of ""And I Am Telling You"" who knows how many times now, and she blows me away EVERY SINGLE TIME.  Just spectacular!",2
I love how the cleanup crew beats the medical crew to do their job.,2
"I know that you can't get into it in a short video, but the political philosophy behind FOSS is fascinating. In many ways, FOSS, or at least its driving philosophies, predate proprietary software!",2
"At last. Someone with a brain!  Thank you!   its nice to come to a channel that explains and dismisses ""aliens"" etc.   very refreshing.",2
I would trust Gordon Ramsay with my life 24/7! It's like everything he does he just does it with purpose and he gives it 110% each time!,2
"The fact he has a pole, trampoline, the thing he used to swing on already and set up in his room is hilarious. I demand a part 3.",2
I'm so happy you guys are doing this! I'm a software developer and I absolutely love the videos you guys do. I'm really looking forward to the rest of this series!,2
"That really is an amazing game! White material advantage, blacks ruined structure, but the bishop pair and a long king walk to finish a great game with promotions on both sides and a queen sac.",2
amazing lanjutkan bang thor,2
"Thank you so much for reaching out early in 2021, I am so thrilled we got to start this journey and everything it became. Congratulations on a spectacular episode, cheers to us all hating chess together!",2
Sam Donaldson is indeed a national treasure. He seems to think we can get through this.,2
You have achieved more in 2 years that a whole team of people in 3. Absolutely phenomenal,2
This set with Morbius is gonna to be one of the lego sets ever made!,2
Wow,2
Thanks for Having me!,2
"checking in again after a google engineer claimed their LaMDA AI was sentient

this isn't the type of machine learning that AI uses, but still fascinating",2
"I dropped out of high school when i was held back in 11th grade, and got my GED at 2 weeks before my 19th birthday, the GED tests were way easier than end of the year tests in regular school",2
Hey jimmy i'm from the philippines and i'm one of your subscriber. Wish you good health bro and keep helping others. God is so proud of you.,2
On the Stanford channel I obsessively watched all of Susskind's lectures.,2
"I learnt a lot from this team..it's been a while since I joined the discord and the patrons of cheeky crypto..I applied  what you discuss in my day to day trading, the gain was massive..I am leverage trader and your insights always valuable..thank you for your effort and daily videos.",2
"The way I was hyped to to this!! I was born with hearing loss, so I had to see MANY audiologist in my life so far. People like her made my life so much easier. Her talking about hearing aids and clearing up misconceptions or even spreading knowledge made me smile ear to ear.",2
"I love the original Tamil movie. The Tamil version solidified Vijay Sethupathy as my favorite actor. The whole concept of setting up the story in the Vikram Vetal backdrop was so unique. The climax fight- Vedha has a 'come what may'/ unhinged/ chaotic attitude- and the crazy banter between Vikram and Vedha during the fight .. it was absolutely fresh to look at... Personally I love both Saif and Hrithik. I really don't want to compare VJS and Hrithik. I'll be honest, I was skeptical about the remake. But the teaser does look promising. I love Hrithik's attempt at being the unhinged 'Vedha'. Except for the accent, as you rightly pointed out, the teaser does look promising. Even though the bgm is very good, I was just hearing the bgm from the original in my head! I do miss it... I really really really hope and pray this movie does well...",2
Your challenges are insane and super entertaining keep up the great ideas!,2
"At times I feel so lucky being born in this age of internet, Otherwise it was no way possible for me to learn from this legend of machine learning for free, looking at this career  across academia and industry , he is a pioneer . It like learning integral calculus from Newton himself.",2
"On the first point: I had been coding since 7th grade and I had plenty of classmates who hadn't coded ever when I started college. For those of you in the latter position, we don't judge your for not knowing programming. We are glad you are trying to learn and many of us want to help you! I love inviting friends over to my dorm and helping them out with assignments and group studying. You don't need to be scared of us or embarrassed that you aren't a flawless coder, we aren't either and the skill we have we had to put in work for as well, and we want to help you get to that point as well! We're all at school to learn, and if I can help others I will, I hope once I get to upper division classes that those friends will help me as well when they inevitably get to a point where they are better than me at certain things! You can't be the best at everything

Also for the book thing, as a math major (double majoring), I have a nagging need to buy every book for every class. They are expensive, but it fills me with pure joy to have a library of math and CS textbooks in my room. I am willing to skip on a game or two for a textbook, both provide me with entertainment because I am weird lol",2
It was a perfect explanation! Thank you!,2
I love how Ellen just went with it lmao,2
"I'm finishing my bachelor's in CS next month and I'm watching this because you never want to forget the fundamentals, you always come back to this stuff.",2
Be a teacher but forever a student. Listening in itself is a lost art. So difficult to run across a good listener. Joe Rogan comes to mind. I really enjoy the interviews he has conducted with Elon as his guest. I don't necessarily agree with Elon on many things but he seems sincere and takes his time trying to explain his thoughts. What I like about Joe is he gives his guest's time to speak without interrupting them with his own beliefs ( or agenda like so many on the tell a vision).  Being a good listener takes practice but well worth the effort.,2
this person is a legend over 6 years on yt and has made teachers feel like peasants cuz this guy is the man for math he has rlly taught me and made me pass countless tests i am sooo thankful thanks,2
When will the HOW2 series come back? I really enjoy watching it,2
I'm over the moon hyped for The Day Before. I hope it delivers in the hype like Elden Ring did. If that's even possible for developers other than FromSoft.,2
"She is actually a great dancer too. React to Kamli, it's her best performance.",2
"I had a recent fall at work and because I trained myself how to fall off a bike safely, I only had minor bruising on my butt. I did a tuck and roll like when I fall off the bike. Great advise Alex and Ollie.",2
I'm so glad to see reviews on food from Spain. I never knew anything about Spanish food 'besides for western world Spanish food  like Mexico  to Brazil. I never was even interested i looking at Spain as a food destination and now its definitely on my food bucket list . So glad I've saved all the videos so if I ever go I can look book and plan a trip . Thanks Mark and Jeff.  And a big thanks to all of your guides on this trip. Im sure alot of these places would never be found easily.,2
In need of more hot summer tunes? Check out our Summer Sounds 2022 playlist on Spotify: https://spinnin.lnk.to/summersoundsYT,2
Can we just appreciate how the editors go ham in these types of videos mad respect for them.,2
This is beautiful. Thank you MIT OCW and thank you Professors Grimson and Guttag for the clear and concise lectures.,2
"Omg I LOVE Seongmin!! I hope she does more! My favorites are when she uses the big brushes, like with the blush and powders. Sooo relaxing. Love her attention to detail",2
"A fantastic and well made documentary that truly made me feel like a kid again. I could feel my 5 year old self anticipating this 16 bit treasure as you were describing the build up to Mario world's launch in America. I haven't truly felt that way in a long time. Thank you.

I think I am going to go play some mario world now.",2
You are the reason why I started programming. I'll never forget the things you've done to help me.,2
"YES! I was so excited for this video, and it didn't disappoint, probably one of the funniest on your channel, LOL!",2
"CS requires a person who is patient, persistent, creative in solutions... Basically not someone who sees a wall and says i am done. That's how you can know. Further as you grow into CS you will find out that you have been taught how to solve any problem, even if not from this field: think, research, learn, craft. Every experience that you go through will you improve at those steps. You will graduatelly stumble across moments where you will be overwhelmed, and it's ok, because you also learn that progress is through error after error, only for the new problem to come to you, and apply the same process; you already can handle being overwhelmed.",2
It proves that everything is interesting if it is taught in the right way,2
Keep fighting the good fight.  Not sure how hard this thing will run but I can't argue with the overall game plan.,2
"This is an amazing course. Fast paced, detailed and very well thought through. Nana is an expert with great communication.",2
Being a trade professional such as plumbing or HVAC can be VERY lucrative if you spend the time and money to consistently build name recognition in your local market and maintain that for years. If you can become the name that people automatically think of for HVAC problems - you can multiple hire crews to do the work for you. You can scale as big as you want and easily become a millionaire - with a tech school diploma - you just have to grow that name recognition and provide quality service.,2
Good to see more people teaching juggling here on youtube :),2
"That was great. Where do you recommend we go from here to learn all of the programming terminology like 'iterations' etc. 
Anyone, feel free to recommend a video for me below. Thanks in advance.",2
"This isn't the Lucas we asked for, but it's the Lucas we deserve from time to time. 10/10, would have him in video again.",2
Love your information.,2
Seeing the reveal for the 2 Avengers movies sent chills down my spine! I'm absolutely stunned at what all is coming in these next 2 phases,2
I'm a Ocean Sciences BSc and now I'm starting another degree in Information Systems. Your channel is motivating me to follow the Data Science path. Keep up the awesome work!,2
Watching the DXY's huge red candle fall from the skies is going to be like watching Sauron's tower fall in the cinema for the first time. I will be watching it on tradingview with popcorn (sweet and salty ofc),2
"We gathered a list of the most talented people we could find on the internet and held our own talent show for a $10,000 prize!",2
I am cozy and my kids are fast asleep to this amazing set list.  Thanks for sharing,2
"as an astronomy major and studying astrophysics, this makes me more excited in the field i'm currently learning",2
My respect to magicians even more bcs even if I know the way the tricks are done when they do it so smoothly and beautiful it's pleasure to watch them,2
I am so so happy for the lady at Walmart.  All that money is going to go to support her sick grandma.  That's a worthy cause,2
Sir if you write a definition of all the terminalogy that has used in the topic it will be very helpful for all of us.,2
I love how you explain everything with physical examples that makes it easier to understand. Keep the good work and please continue sharing the discoveries made about quantum mechanics.,2
"Both are S or A tier degrees honestly, so anyone who picks either of them will be fine. Great salary and job growth.
Thanks for the videos as always, Shane!",2
As a person who lived through the dark ages of the wii u im so glad nintendo is back making so cool games for us since the switch released!!!!,2
so excited that I graduated high school and I get to take the SAT again because I want to transfer.,2
She's finally taking a well deserved break,2
Should have way more comments! Love,2
"Really well put together video, loved the editing as always and I feel that the topic you picked up on today, is one that not many people do touch upon, but is incredibly essential, I know, I've been developing games for over 3 years now, and over one year with Unity. 
Really important topic and you grabbed it and gave a *perfect* video as always!
Good Job!
PS. _Almost to 30k!!_",2
I am here to proudly announce that it is 3am and I have finished all of my homework,2
"Dude where did this amazing channel come from
Absolutely flawless sound design, script and editing",2
Khan sir is really an inspiration for millions of students,2
"Loved this talk

1)Who am I at my core?
2)How am I being perceived?
3)How do I love to be perceived?",2
"I'd really appreciate a study into the potential advantages of META Materials in manipulating light, EMF, heat and even replacing silicon as semiconductors. Nearly every industry can benefit from the improvements and cost reductions, META Materials can provide. Really enjoy your videos, thank you!",2
I wanna show this to my parents but I also want to live,2
"Dude the way of explained this topic is so amazing and you made it look so easy to understand, It is so hard to understand this topic from books for someone like me. Thanks alot for your help. GOD bless!!",2
"Thank you Brian and everyone behind the scenes who make WSF, you are doing a great service!",2
"Great content.... Excellent explanation about literature. I have registered for the Creative Writing course at college and I was looking for articles or visual content to make myself familiarize with the topic and after watching this video, I can tell this video helped me to understand the very important basic foundation of Fiction, Nonfiction, Drama, and Poetry. I Cannot thank you enough for sharing your knowledge with us.",2
"Now this, this is a true masterpiece. I can't believe how much effort you guys put in this video!! Best episode ever tbh. I love what you guys are doing, keep going!!",2
"Beautiful music my friend!! Thank you, all the best!",2
"I have launched my own start up! In celebration of that we are giving away $10,000 in crypto! Make sure to enter the METACENT $10,000 GIVEAWAY:
https://gleam.io/tGeMT/metacent-giveaway",2
"Those shell tiles are sooooo good! I would love a video dedicated just to them, or items similar to them too, like the blue tiles sticker in your second to last video. It could be just 5 minutes long and I'd loop it over and over again!",2
"DangMattSmith always makes my day, even if i'm having a bad day.",2
Ray J is something special he never disappoints!,2
"Binged your videos and they have been extremely helpful. I have a very important interview tomorrow - hope I get in with your guidance, Richard!
Edit: I got the job at my dream company!!!!",2
Mr beast really went from making commentary videos to changing many peoples lives .. Jimmy is the best creator ever..,2
"Looks like this YouTuber will be the architect of an unusual building, but epic... :)",2
"Willows has such a great whisper voice and such fantastic eyes, I hope heR channel continues to expand.",2
"Hi Richard. I'm happy to say, I went through a recruitment process with one of the biggest companies in the country. Your tutorials helped me through every step. I GOT THE JOB. Thank you sir, and God bless you.",2
"I really love the way he explains the way the cube works and how you can make the turns""convinient"" I feel like I could learn a lot from this if I haven't already learned how to solve it",2
Such a nice nautral look love it,2
"""Don't be lazy in learning"".These words in my mind forever !",2
I'm in love with this song. It makes me feel good about myself despite what people say about me.,2
Binge-watching Mr. Beast is the only thing keeping me motivated in life  rn if that makes sense,2
Absolutely amazing! I love how you explained this!,2
NO WAY! I'm in complete disbelief there is a Morbius set. Even if it is most likely comic book based. That's awesome.,2
"this is amazingly educational, most of these are not mentioned in school.. =)",2
"""Hurdles....kicks a man!"" is one of the best calls of all time.",2
I'm an SAT tutor and this taught me a few excellent tips I've never seen or thought of...especially those intimidating 2- question-evidence ones. Impressive!  Thx!,2
The simple idea of making a game engine from scratch is just too impressive for my tiny brain to comprehend.,2
"Thank you for this course, sir. It was a great 12 hour journey. Coming from non CS background, I had little to no knowledge about all this stuff but this video has given me enormous amount of confidence that I can program and explore data science further. Thanks again!",2
"31:50 I really like the name Sapiens that you landed on. Because that name isn't JUST prehistoric humans. It is a game about Sapiens. It could be prehistoric, medieval, modern, future, or anything.

Because of this you aren't stuck with only cavemen. It can go as far as you want and the modders want.",2
"I love how the scientist explained what 3.7 sigma represents in a coin toss, its much more easy to understand and I think if he didnt I would certainly be confused. Its always great to translate these discoveries into something more people can reach.",2
"I like that he mentioned the omelette thing. Many years ago I took culinary classes when I considered trying to become a chef, and an instructor I had emphasized the importance of a good omelette for restaurant interviews. Glad to know I wasn't led astray in that",2
Super video,2
"I think over time, as you get more experience and have done quite a few interviews, you'll just naturally start to feel more relaxed. Another thing I like to think about before an interview that calms me down a bit is that it's not the end of the world if you don't get the job. You'll still be ok, there'll be another place.",2
"The things this man has done for the world is incredible, he totally deserves his success",2
We want the blood in the streets. This is actually amazing news. Seriously anyone who is patient and understand the potential will easily 100x in 8 years,2
This has been one of your best video's yet dude! Keep up the great work! :),2
Great game Alexandra! Love the IRL chess streams and tournaments. Keep up the good work!,2
Congratulations for 50 k,2
"Laurence's explanations were wonderful! Thorough, but also simple enough that even a newbie can understand it. Thank you!",2
"If the old guy is my grandfather, I think we would be talking about technologies all day long. Nice video!",2
You are doing an excellent job. Free education is more appreciable which needs a good heart. Thank you for your great service.,2
I think what brings more happiness is to work for a purpose that makes us feel bigger than our need for survival. A sense of belonging to something greater than ourselves instead of working for money.,2
"That was soo helpful thank you soo much. And I never knew this syndrome was a thing, but just you talking about it made me fear the major so much more knowing that ive gone through this so much during school and college, feeling like the dumbest one in class. Ill take your advice, and thanks for letting me know im not alone!",2
Quick resume is a game changer. I found myself completely flipping my gaming habits. Jumping between several games in one gaming session. Awesome,2
I'm taking the sat this saturday Aug 27th and I didn't study anything wish me luck guys I'll need it!,2
"Very helpful! I learned how the pieces moved decades ago as a kid, but I never learned concepts like piece vision, protecting pieces, tactics vs strategies, etc. I taught myself a bit of these through playing, but I have many holes in my understanding.",2
This is true dark humor. Love this man.,2
Absolutely one of the best and hilarious songs ever.,2
Humans by nature are creative. Try again.,2
"""Packing a fake order till I get a real one""

that hit so hard, I really hope she gets orders and her business blooms <3",2
There is hope for our nation! Thank you to the prosecution and judiacry.,2
"Thank you Guy, I really appreciate the broader financial / global economic perspective that your channel is pursuing beyond crypto. Your videos are always top notch, full of logical insight, entertaining and perfectly concise. We appreciate all that you do!",2
I found this lesson really absorbing.  How explicitly this video illustrates the key points to be borne in mind in an interview! Most advantageous lesson I've ever watched.  Thanks to the entire team.,2
"I love listening to classical music, it calms and calms the soul",2
HOW DOES HE DO DEADPOOL SO GOOD BRUH LMAO,2
"I love the way he makes everything heroic, as if it's in an old tale. At least everything after the stronghold.",2
"Its really amazing to think that this video is almost 10 years old. I didnt even notice until after watching it
Compared to most other youtubers in 2012 this is god tier quality",2
"I like how the Bonnies seem to be the most aware and conscious, with Toy Bonnie just acting like a normal dude",2
Thank you! I am now part of the small percentage of people to completely solve a Rubik's cube! Couldn't have done it without this video.,2
"god damn i would easily win this challenge, i love swing sets",2
"Good day, Future Tech. I noticed your excellent video and am impressed with your amazing sharing on products. We'd love to collab on a new product experience we're working on, what would be the best email to contact you?",2
So nice to see your work. Keep up the good work!,2
"You all should probably research Vlad the Impaler a bit more. While he was definitely a brutal ruler he was also considered to be an excellent one, a military genius, and Romanian hero.",2
I love her accent....who else???,2
"Hey Shane, love your videos!
Can you make a video on the best specializations to go into for Computer Science?",2
"This is one of the best chess games I have ever watched. The other one was here too; in the same park.

Fun, friendly, relaxed, and brilliant.

Thanks Anna. You are a real champion.",2
"I do quite like how the splatana feels like a samurai, stealth based ninja weapon. Diversifies the gameplay quite a bit.",2
Love this show !! Sonny you rock brother. One of the best shows on YouTube. Keep doing what you do!!,2
"I'm so happy i found this video and your channel! This was so useful for me, I thought I was the only one who felt Andrew Ng was speaking Zarglar after the first couple of modules. You've inspired me to try again with the try-get stuck-research and repeat method. Thanks!",2
bring wesley back and give a shot to raunak! better than pragg. the next vishy!,2
I wanna see the boys actually go out with some survivalists and survive for a week.,2
Thanks for consistently providing great videos. Every time I purchase a new device I come to your channel to find out the best products for it.,2
"Good for you! Class act human being right here! Challenge or no Challenge, donating to food banks, especially how much you did, is AWESOME",2
"Came for the biology facts, stayed for his infectious positivity. His energy alone is more of a dopamine hit than anything else has been all day.",2
"Wow, that miniature Cyber Quad seems like a better ATV than the real one, perfect for Urban Areas and Trails",2
Dude all the walking back forth to get those shots of you walking haha. Props to you man,2
This one also looks promising because the directors are same and Hrithik looks fine as always. Also excited because the BGM is done by Sam C.S who is an underrated music director who composed music for the original Vikram Vedha. Will need to check the songs done by Vishal-Shekhar who are also good music directors. Excited for the trailer!!,2
"Great video, thanks for making it easier for me to understand. Much appreciated.",2
Awesome work! Love the video! Thank you for what you do!,2
"Nigerians never dissapoints, im proud to be a Nigerian",2
"My son was playing GTA...I was like, you listen to hall and oates? Worlds collided that day",2
The way you described discrete maths made me realize i dont even hate math i just have to study to get better,2
